item_id|date|category|title|content|link|photo_link
asc_20210806_4|2021-08-06|證卷|缺料影響拉貨 可成第2季淨利年減逾75%|金屬機殼廠可成今天公布2021年第2季財報，因供應鏈缺料影響拉貨速度，稅後淨利為新台幣6.81億元，季減72.9%，年減75.4%；每股稅後盈餘（EPS）0.89元。可成估第3季營收將與第2季持平。可成表示，今年以來客戶陸續推出新產品，主要產品線需求皆持續成長，但供應鏈缺料影響拉貨速度，導致第2季與上半年營收動能與過往季度營運走向略有不同。進入下半年電子產業旺季，缺料狀況仍存在許多不確定性，需求端近期也出現雜音，整體供應鏈正持續調整中。可成表示，將持續密切觀察遠距工作與線上學習需求的延續性，以及缺料對於供應鏈供需的影響。可成預期第3季營收將與第2季持平，但因產品組合持續動態調整，以及來自新產品和新客戶的貢獻，有上行潛力。可成2021年第2季合併營收104.02億元，季減17.6% ，年減53.8%；營業毛利33.44億元，季減16.8%，年減35.3%；營業利益21.2億元，季減24.4%，年減37.4%；稅後淨利6.81億元，季減72.9%，年減75.4%；每股稅後盈餘0.89元。獲利率方面，可成今年第2季毛利率為32.1%，季增0.3個百分點，年增9.2個百分點；營業利益率20.4%，季減1.8個百分點，年增5.4個百分點；稅後淨利率6.6% ，季減13.3個百分點，年減5.7個百分點。累計2021年上半年可成合併營收為230.31億元，年減42.6%；營業毛利73.63億元，年減22.1%；營業利益49.23億元，年減20.8%；稅後淨利31.95億元，年減52.2%；每股稅後盈餘4.19元。可成上半年毛利率為32%，年增8.4個百分點；營業利益率21.4%，年增5.9個百分點；稅後淨利率13.9%，年減2.8個百分點。|https://www.cna.com.tw/news/afe/202108060350.aspx|
asc_20210806_5|2021-08-06|證卷|疫情衝擊超商人流 全家第2季獲利年減4成|全家財報出爐，疫情衝擊來客人流，被迫暫停營業的店數最高曾達89家，第2季歸屬母公司淨利3.5億元，年減41.7%，每股盈餘1.58元，累計上半年每股盈餘3.01元。全家便利商店今天公布財報，第2季合併營收為新台幣205億元，稅後淨利3.7億元，歸屬母公司淨利3.5億元，年減41.7%，每股盈餘1.58元。累計上半年合併營收413.4億元，年增1.1%，稅後淨利7.13億元，年減23.5%，歸屬母公司淨利6.7億元，年減24.5%，每股盈餘3.01元，較去年同期略減0.98元。綜觀上半年營運，全家指出，第1季獲利有兩位數的成長，截至5月中旬全國實施疫情三級警戒前，整體績效皆與既定事業計畫相符。第2季後半，受停課、居家辦公、熟食區停售、座位區關閉、戶外戴口罩禁飲食的防疫政策影響，便利商店本業的來客人流首當其衝，被迫暫停營業的店數最高曾達89家。全家補充，轉投資中，以支援本業為主的全台物流同受影響，全家國際餐飲的大戶屋日式定食餐廳因多位於百貨商場中，也難擋衝擊，致上半年整體獲利不盡理想，然而，隨著國內疫情警戒降級、防疫政策鬆綁，經營可望回穩向上，下半年業績動能可期。全家表示，整體營運雖受疫情短期因素干擾，重大投資仍依既有事業計畫穩健進行。上半年展店目標達成，共新開143間店；擴大會員點支生態圈，轉投資專營電子支付機構「全盈支付」的業務許可，6月已獲金管會核准通過，預計第4季開業。全家並瞄準冷凍自煮商機，購入新竹土地以興建第四鮮食廠；因應長遠展店計畫和搶占電商經濟，北三瑞芳物流中心上半年正式稼動，並持續建設新台中及擴建花蓮物流廠。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！展望第3季，全家指出，對應實體虛擬兩棲消費的疫後新常態，將持續優化會員App、社群電商「全+1行動購」等線上購物的顧客體驗，強化EC電商物流在速度與多溫層的服務。進入高溫暑假，將陸續推出各式消暑商品輕食與飲料啤酒聯促，輔以中元、中秋等節慶商機及政府振興方案，皆有助業績向上。|https://www.cna.com.tw/news/afe/202108060349.aspx|
asc_20210806_6|2021-08-06|證卷|群光前6月每股賺4.1元同期次高 第3季營運看旺|群光受惠於NB強力拉貨潮，今年上半年每股稅後純益（EPS）4.1元，創下同期次高，年增18%。進入消費性產品傳統旺季，加上歐美國家陸續解封，法人估第3季營收成長上看雙位數，挑戰單季歷史新高。群光表示，第2季NB/PC相關產品需求維持高檔，其中電競PC類產品成長力道最強，電競鍵盤以及電源營收季成長均超過1成，年成長更逼近3成，顯示電競市場長期成長潛力。在電競及筆電相關產品需求推動下，群光第2季營收252.93億元，同期新高，季增與年增均為1%。毛利率為17.4%，每股稅後純益1.87元，連同營業毛利、營業利益及稅後淨利，均寫下同期次高紀錄。累計上半年營收、營業毛利與營業利益，均為同期新高，營收新台幣504.3億元，年增17%，營業毛利87.97億元，年增12%，毛利率為17.4%，營業利益為36.96億元，年增3%，營益率7.3%，稅後淨利28.92億元，年成長19%，淨利率為5.7%。展望下半年，群光表示，歐美即將迎來解封後的第一個消費旺季，預期消費力道應十分強勁，第2季的智慧家庭相關產品，營收季增已超過2成，顯示消費性產品需求逐漸增溫，國際大廠客戶已準備開始大幅拉貨，為下半年的採購季節暖身。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！群光指出，上半年營運來自NB產品推升，下半年預期消費性產品百花齊放，其中智慧家庭影像產品可望成為帶動下半年營收成長的關鍵。法人預估群光第3季營收有機會季增雙位數，突破單季歷史新高。群光影像產品已是許多知名智慧家庭大廠的主要供應商，在AIoT（人工智慧物聯網）的趨勢下，影像資料可廣泛應用於各個產業中，因此群光亦將觸角延伸至車用駕駛監測系統（Driver Monitor System）、商用監控系統、智慧影音會議系統以及拋棄式內視鏡等領域，群光看好未來隨著AI應用發展，將為影像事業帶來高度成長潛力。|https://www.cna.com.tw/news/afe/202108060341.aspx|
asc_20210806_7|2021-08-06|證卷|長榮上半年EPS報喜 15.03元創歷史新高|長榮第2季稅後純益新台幣420.57億元，創下單季歷年新高，每股盈餘（EPS）7.98元，上半年已賺1.5個股本，EPS達15.03元，同寫新高；長榮也在今天宣布，將斥資逾1.59億美元購入新船與貨櫃。海運運價持續走揚，助攻船公司獲利報佳音。長榮第2季稅後純益高達新台幣420.57億元，創下歷年單季新高，EPS衝上7.98元，今年上半年稅後純益高達781.41億元，並賺1.5個股本，EPS達15.03元；法人認為，成績符合預期，預計在新船、長賜輪投入營運後，將拉抬第3季業績表現。長榮宣布購入8艘貨櫃輪，總經理謝惠全說明，考量市場狀況，強化航線布局，並提高市場競爭力與營運效益，將向關係人購入8艘貨櫃輪，包含1艘7000TEU（20呎貨櫃）以及7艘1600TEU貨櫃輪，總金額為9411萬美元。不僅如此，長榮晚間公告將購入1萬只貨櫃，交易金額為6545萬美元。長榮目前運力為全球第7，總運能達138.5萬TEU，船隊數量達202艘船，包含116艘自有船及86艘租船。長榮今年有33艘新船交付，其中，包含4艘2.4萬TEU貨櫃輪交付，全力搶攻歐洲航線商機。|https://www.cna.com.tw/news/afe/202108060340.aspx|
asc_20210806_8|2021-08-06|證卷|惠特上半年每股賺5.06元  強化Micro LED布局|發光二極體（LED）設備廠惠特今天董事會通過半年報，上半年歸屬於母公司業主淨利新台幣3.56億元，基本每股盈餘5.06元。惠特上半年營收約25.65億元，營業毛利約9.71億元，營業利益4.63億元，稅前淨利4.2億元，本期淨利約3.56億元。惠特董事會決議，以5000萬元額度內投資雷傑科技公司，強化微發光二極體（Micro LED）巨量轉移、移除技術及印刷電路板（PCB）載板精細雷射加工技術，也為產業未來發展方向做技術布局，落實同業合作與異業結盟發展政策。|https://www.cna.com.tw/news/afe/202108060336.aspx|
asc_20210806_9|2021-08-06|證卷|外資賣超85億 面板雙虎成提款機|台股今天終場下挫76.84點，外資賣超新台幣85.31億元，面板雙虎群創、友達合計遭賣超逾10萬張，外資逆勢買超航運股長榮最多。台股終場加權指數下跌76.84點，以17526.28點作收，跌幅0.44%；三大法人同步賣超，總計賣超121.78億元。自營商賣超26.6億元，投信賣超9.87億元，外資及陸資賣超85.31億元。外資今天外資賣超群創6萬3860張，為賣超第一。旺宏出售6吋晶圓廠及設備，但遭賣超4萬5068張，排名第2名，友達遭賣超3萬6676張則排名第3名。第4名至第10名依序為華邦電、宏碁、菱生、東森、至上、威健與亞泥。買超股部分，外資買超長榮最多，達1萬7540張。中信金排名第2，共1萬2696張。外資買超中石化1萬張、排名第3，第4名為萬海買超8009張，第5名至第10名依序為國泰智能電動車、永豐金、聯電、華通、開發金與四維航。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！日盛投顧分析，今天大盤呈價跌量增，出現背離走勢，後續價漲須量增，回檔則不宜再出量。加權指數未能站穩5日均線，估將持續以個股表現為主。資金快速輪動，投資人若追高強勢股，需設停損機制。日盛投顧分析，投資人後續可留意財報成績佳、月營收成長、或低本益比本淨比的個股。半導體、記憶體、車用、PCB、迷你發光二極體（Mini LED）、散裝航運等族群，也可留意。|https://www.cna.com.tw/news/afe/202108060333.aspx|
asc_20210806_10|2021-08-06|證卷|不甩美股收盤創新高 亞股跌多漲少|儘管美股標普500指數和那斯達克指數昨天收盤均創新高，亞洲股市今天仍跌多漲少，投資人擔心，美國即將公布的經濟數據恐造成盤勢震盪。美國申請失業救濟金人數再度下滑，貿易收支數據暗示推高物價的供應鏈之亂將結束，帶動標普500指數和那斯達克指數昨天收盤雙雙創新高。但其他證交所的漲幅有限，投資人正在等待今天即將出爐的美國就業數據，藉此觀察華府何時將開始逐步減少因應COVID-19（2019冠狀病毒疾病）疫情的措施，以抑制通膨上升，這預告美股次日開盤將呈現震盪走勢。澳洲國民銀行（National Australia Bank）經濟學家史垂克蘭（Tapas Strickland）指出，市場普遍情緒也受到Delta變異病毒株在全球擴散的影響。他說：「然而，因為Delta擴散的關係，好幾家美國企業延後讓大部分員工回辦公室上班的日期。」香港、上海、台北、首爾、曼谷、雅加達、馬尼拉股市都收跌；東京、雪梨、新加坡、威靈頓股市則收漲。|https://www.cna.com.tw/news/afe/202108060327.aspx|
asc_20210806_11|2021-08-06|證卷|航運股人氣回籠 長榮交易金額日增81%|台股今天下跌76.84點，航運類股在財報亮麗預期下逆勢奮起，資金回流，類股成交金額達新台幣1252.61億元，占台股比重約31.2% 。其中，長榮交易量能回溫，達699.81億元，較5日增加81%。台股今天走勢震盪，終場下跌76.84點，以17526.28點作收，電子股未延續前幾日強勢表現，資金轉進近日量縮整理的航運族群，類股指數終場收在272.67點，上漲2.93%。資金再度流向航運類股，類股成交金額達1252.61億元，若以今天集中市場總成交金額4012.57億元（加計盤後交易）估算，航運占比約31.2%。法人認為，受惠今年運價暴漲，市場看好貨櫃三雄有望端出亮麗的半年報，加上陽明將在下週解除分盤交易處置，吸引部分投資人提前進場卡位。進一步觀察個股表現，長榮今天上漲3.5元，收在142元，交易金額達699.81億元，相較昨天386億元大增81%，成交張數48.3萬張，成交張數及成交金額均為上市第一名。萬海今天成交金額308億元，收在231元，上漲10元；陽明今天上漲5.5元，收在131元，成交值34.21億元，預計將在12日恢復正常交易。法人分析，資金在傳產、電子之間持續輪動，電子股近日強勢表現，不過基期已高；反觀傳產近月已經超跌，加上技術指標處於低檔區，吸引資金轉進。法人認為，台股指數仍有衝萬八實力，但需要高獲利低本益比權值股、產業龍頭股、業績成長股齊步轉強，配合外資認錯回補及業績行情，才有望發酵。產業消息部分，上海出口集裝箱運價指數（SCFI）本週來到4225.86點，上漲29.62點。由於旺季報到，各航線運價續創新高，遠東到美西每FEU（40呎櫃）上漲37美元，至5555美元；遠東到美東每FEU達10167美元，上漲100美元。遠東到歐洲運價每TEU（20呎櫃）達7418美元，週漲23美元；遠東到地中海運價每TEU為7042美元，較上週漲51美元。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！貨攬業者台驊控股7月營收再度創新高，達新台幣33.67億元，月增6.96%，年增176%；累積今年前7月合併營收高達171億元，年增125%，已超越去年全年營收的151.6億元。散裝航商四維航今年上半年營收20.16億元，稅後純益5.35億元，每股盈餘（EPS）1.92元，為2009年以來同期新高。四維航董事會今天通過辦理現金增資，不超過5萬張，將用於償還銀行借款。|https://www.cna.com.tw/news/afe/202108060320.aspx|
asc_20210806_12|2021-08-06|證卷|彩晶上半年每股賺1.91元 較去年同期轉盈|面板廠瀚宇彩晶今天公布第2季淨利約新台幣27.43億元，較第1季的30.36億元減少9.65%，第2季基本每股盈餘0.91元，較去年同期虧損大幅改善。彩晶上半年淨利約57.79億元，較去年同期虧損5.72億元明顯改善，今年上半年每股盈餘1.91元。彩晶公布第2季銷貨收入淨額約80.67億元，較第1季增加2%。營業毛利約37.76億元，營業利益約31.28億元。彩晶統計，第2季底每股淨值約為17.06元，第2季毛利率、營業利益率、營業利益及折舊攤銷率及淨利率分別為47%，39%，46%及34%。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！彩晶指出，第2季總出貨量較第1季減少約5.9%，達411萬片（換算19吋約當量），整體產品平均售價約為70美元。在產品出貨方面，中小尺寸面板出貨量約1億780萬片，大尺寸面板出貨量約64.8萬片，自有品牌產品出貨量約為10萬台。在產品組合方面，6吋以下手機面板產品占總銷售金額35%，6.2吋至10.1吋中尺寸平板電腦相關產品占總銷售額56%，11吋以上大尺寸面板產品占9%。|https://www.cna.com.tw/news/afe/202108060319.aspx|
asc_20210806_13|2021-08-06|證卷|東元內戰再出招 東友9/24股臨會提前全面改選董事|東元父子相爭戰火延續，安富國際成功公開收購東友7.63%股權，東友董事會今天隨即決議9月24日召開股東臨時會，提前全面改選董事，備受市場關注。東元全面改選董事後，會長黃茂雄與擔任菱光、東友董事長的黃育仁父子之爭持續延燒。安富國際決定公開收購東友5%至30%股權，被黃育仁陣營視為黃茂雄陣營出手欲削弱黃育仁地盤。安富國際原先計劃每股18.2元公開收購東友股權，之後將收購價調高至每股20.5元，展現收購決心。安富國際公開收購東友至8月5日期滿，累計應賣股數占東友發行股數比重7.63%，公開收購東友條件成就，安富國際將依法支付收購對價並辦理股票交割。安富國際表示，未來將持續投資買進東友股票，不排除再發動另一次公開收購，或是透過盤後交易在公開市場取得東友股票。與黃育仁關係密切的光菱也決定公開收購東友約20%股權，每股收購價格21元，收購截止時間至9月10日止。東友董事會今天不僅選任光菱副董事長王恩國擔任東友副董事長，東友董事會還決議於9月24日召開股東臨時會，提前全面改選董事。市場人士認為，這是黃育仁陣營為鞏固地盤的作為。東友董事會並決議去年度盈餘將於8月24日除息，每股配發0.1元現金股利，現金股利發放日9月17日。東友今年上半年財報出爐，稅後淨利1291萬元，每股純益0.11元，表現優於去年同期每股虧損0.49元。東元上半年財報也於今天出爐，歸屬母公司淨利25.38億元，年增31.8%，每股純益1.21元。|https://www.cna.com.tw/news/afe/202108060317.aspx|
asc_20210806_14|2021-08-06|證卷|台股本週上漲278.87點 貿易百貨類股反彈7.85%|台灣證券交易所統計，今天台股收在17526.28點，較上週上漲278.87點，漲幅約1.62%；其中以貿易百貨類指數上漲7.85%最大，觀光類指數下跌3.69%最多。證交所指出，未含金融類指數上漲254.41點，漲幅約為1.68%；未含電子類指數上漲256.3點，漲幅約為1.32%；未含金融電子類指數上漲240.61點，漲幅約為1.41%。本週各產業上市股票成交金額前3名依序為半導體類新台幣7001.88億元，占全體上市股票交易金額35.98%；航運類5410.4億元，約占27.8%；光電類1828.63億元，占比9.4%。台股本週成交量週轉率前3名產業依序為光電類15.82%、航運類13.41%及半導體類10.12%。本週集中交易市場總成交金額為1兆9957.29億元，全體上市股票成交金額為1兆9462.91億元，股票成交量週轉率為3.81%。證交所統計，累計今年初開盤迄今共143個交易日，集中市場總成交金額為63兆203.32億元，市場日平均成交金額為4407.02億元；股票成交量週轉率為142.21% ，股票日平均成交量週轉率為0.99%。另外，今天全體上市公司總市值為53兆7509.04億元，較上週7月30日市值52兆8936.41億元增加8572.63億元，增幅約為1.62%。|https://www.cna.com.tw/news/afe/202108060307.aspx|
asc_20210806_15|2021-08-06|證卷|華新：基建帶動線纜穩定成長 不銹鋼第3季更好|華新麗華幕僚長潘思如今天在線上法人說明會表示，線纜事業穩定成長，不銹鋼維持年產能70至80萬噸，樂觀看待第3季，表現有機會比第2季還好，下半年也會比上半年好。華新公布第2季稅後淨利為新台幣35.9億元，季增91%，年增24.65%，每股盈餘1.05元，創12季以來新高。累計上半年稅後淨利54.7億元，年增83%，每股盈餘1.6元。潘思如指出，受惠於全球經濟景氣熱絡、基礎建設大量發展，帶動不銹鋼、線纜需求，第2季不銹鋼、線纜、資源事業均有成長，有效挹注獲利。她說，除基礎建設需求帶動不銹鋼需求，中國限制鋼品出口，貨櫃塞港影響船期等因素，也帶動鋼價上漲。另外，華新預估印尼鎳生鐵廠年產能為3.6萬噸純鎳金屬，已於第2季開始陸續量產，但因當地限電，目前一個月僅生產約2000噸，預計12月恢復3000噸的月產能水準，目前鎳金屬市場行情，每噸約1.5萬美元。|https://www.cna.com.tw/news/afe/202108060306.aspx|
asc_20210806_16|2021-08-06|證卷|亞光上半年每股獲利2.44元 賺贏去年全年|亞洲光學公布第2季財報，累計上半年營收新台幣99.57億元，年增率46%，每股盈餘（EPS）2.44元，上半年獲利已超越去年全年的1.41元；其中，第2季單季稅後淨利3.83億元，年增率129%，每股盈餘1.36元。亞光110年第2季合併營收52.28億元，年增率35%；營業毛利10.73億元，年增率43%。亞光表示，受惠營收規模大幅成長，營業淨利5.31億元，年增率92%，本業獲利創14年同期新高，稅後盈餘3.83億元，較去年同期大幅成長129%，每股盈餘1.36元。亞光累計上半年合併營收99.57億元，年增率46%；營業毛利20.39億元，年增率78%；營業淨利9.78億元，稅後盈餘6.87億元，上半年獲利已大幅超越去年全年水準，基本每股盈餘達2.44元。展望第3季，亞光表示，多元產品效益將持續發酵，包括光學元件、車載鏡頭、瞄準器、雷射測距儀、手機用潛望式G+P（玻璃加塑膠）變焦鏡頭、AR、VR光機模組等，受惠5G、AI、光學雷達（LiDAR）、新能源自駕車應用蓬勃發展而成長。另外，由於影像感測器市場需求強勁，產能滿載，新產能將陸續開出，亞光將積極擴產滿足客戶需求。|https://www.cna.com.tw/news/afe/202108060303.aspx|
asc_20210806_17|2021-08-06|證卷|元大證包銷陽明現增認賠出清 7月獲利大縮水|元大金今天公告7月獲利，其中旗下元大證券因包銷陽明現增案，受到陽明股價重挫備受關注，元大證券表示，基於風控原則，跌到一定比例就必須停損，在7月已全數出清認購的股票部位。元大金公告前7月自結獲利，其中旗下金雞母元大證券7月稅後盈餘縮水至新台幣13.07億元，相較於上半年單月平均都賺23億元，大幅縮水約10億元，市場推估主要是承銷陽明現增案停損砍出侵蝕獲利；累計前7月元大證券稅後盈餘152.01億元，每股盈餘（EPS）2.54元。元大金控今天公告時特別註明，證券子公司7月餘額包銷陽明海運現金增資認購的股票部位業已全數出售，相關損益已認列於7月合併稅前淨利及母公司業主稅後淨利。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！元大證券表示，因受承銷陽明海運110年度現金增資案影響，7月稅後獲利13.07億元。元大證券忠於合約精神，善盡承銷商責任，與其他協辦承銷商共同完成本次增資案，新股已於上7月20日上市掛牌。元大證券指出，陽明海運股價在7月波動較大，主要是基於風險控管原則，跌幅到一定比例就必須執行停損。儘管受到陽明現增案影響，元大證券7月仍維持獲利，累計前7月稅後盈餘152.01億元，每股盈餘（EPS）2.54元，相較於去年同期的1.24元仍翻倍成長。|https://www.cna.com.tw/news/afe/202108060300.aspx|
asc_20210806_18|2021-08-06|證卷|長榮砸逾9400萬美元 購入8艘貨櫃輪|長榮今天表示，因應營運需求，子公司將向關係人購入8艘貨櫃輪，包含1艘7000TEU（20呎貨櫃）以及7艘1600TEU貨櫃輪，總金額為9411萬美元。長榮及榮運今天召開重大訊息記者會，由長榮總經理謝惠全及榮運總經理林晁榮主持。謝惠全表示，長榮兩家子公司長榮亞洲、長榮香港公司向關係人取得共8艘全貨櫃輪。謝惠全說，主要是配合長榮整體營運，考量市場狀況，選擇最適船型，強化航線布局，並提高市場競爭力與營運效益。訂閱《早安世界》電子報 每天3分鐘掌握10件天下事 請輸入正確的電子信箱格式訂閱感謝您的訂閱！他指出，長榮亞洲向巴拿馬商長榮國際取得一艘7000TEU全貨櫃輪，交易金額為2700萬美元；長榮香港則取得7艘1600TEU全貨櫃輪，每艘價金約在880萬美元至1050萬美元，總金額6711萬美元。長榮今年有33艘新船交付，為長榮再增添運能，其中，有4艘2.4萬TEU貨櫃輪交付，全力搶攻歐洲航線商機；長榮目前運力為全球第7，總運能達138.5萬TEU，船隊數量達202艘船，包含116艘自有船及86艘租船。|https://www.cna.com.tw/news/afe/202108060298.aspx|
asc_20210806_19|2021-08-06|證卷|美系客戶成長強勁 勤誠7月營收創同期新高|伺服器機殼廠勤誠今天公布7月合併營收新台幣7.89億元，年增8%，創歷年同期新高，也改寫單月歷史第3高，主要受惠於美系客戶成長力道強勁，勤誠看好全年營收將成長雙位數百分比。勤誠累計今年1至7月營收達49.46億元，年增15.9% ，為歷年同期新高。勤誠表示，受惠於產業需求增溫、客戶訂單發酵，美中2大區域營收貢獻持續成長，尤其美系客戶成長力道更強勁，今年可望達成營收逐季成長及全年雙位數百分比成長。應對今年以來零組件供貨緊張局勢，勤誠已積極掌握料況，確保營收獲利穩健發展。勤誠嘉義新廠將於今年第4季將試產，產能預計2022年逐步開出，到時可進一步整合研發與製造資源，發揮高度客製化與彈性製造優勢，建立從制訂產品規格、自主研發到專業製造的一條龍服務，滿足不同客戶對伺服器機箱的多元產品需求。|https://www.cna.com.tw/news/afe/202108060294.aspx|
asc_20210806_20|2021-08-06|證卷|工業電腦廠報喜 研華、融程電7月營收齊揚|工業電腦廠研華今天公布7月合併營收新台幣48.64億元，年增10.45%，以中國、歐洲、台灣市場表現最突出。融程電7月營收1.89億元，年增23.8%，看好今年業績將逐季成長。研華累計今年1至7月合併營收達322.36億元，較去年同期增加8.56%。觀察7月營收，研華中國、歐洲、台灣市場分別年增35%、16%及52%；北美及日本市場表現相對疲弱，營收分別年減3%及4%。以事業群而言，工業物聯網事業群及服務物聯網事業群表現最佳，營收分別年增32%及48% ；應用電腦事業群營收年減11%。以前7月來看，研華各區域表現普遍成長，中國、台灣及新興市場成長最強勁，營收分別年增37%、13%及49%；日本市場稍顯疲弱，營收年減4%。融程電7月營收1.89億元，月增2.4%，年增23.8%；累計今年1至7月營收約13.85億元，較去年同期增加58.4%，改寫同期新高。融程電表示，受惠於車檢、倉儲物流、醫療保健訂單持續挹注，成長動能維持強勁。根據目前客戶訂單，融程電對於今年營收逐季成長的目標深具信心。隨著營收顯著成長，融程電預期規模經濟增加及生產效率提升，將可抵銷整體產業面臨供應鏈吃緊的影響。|https://www.cna.com.tw/news/afe/202108060287.aspx|
aie_20210806_1|2021-08-06|產經|台積電評估德國設廠  外界預料首選薩克森矽谷|台積電評估到德國設廠，外界預料歐洲最大半導體聚落德勒斯登會是首選，當地同業公會「薩克森矽谷」不願評論台積電設廠一事，不過強調車用晶片、6G等領域是當地業者的強項。德國東部薩克森邦（Sachsen）首府德勒斯登（Dresden）是歐洲最大的半導體聚落，晶圓代工業者格芯（GlobalFoundries）、車用晶片業者英飛凌（Infineon）、汽車零件大廠博世（Bosch）都在當地設廠，並組成名為「薩克森矽谷」（Silicon Saxony）的同業公會。薩克森矽谷執行長貝森伯格（Frank Bösenberg）以電子郵件回覆中央社記者提問時，不願評論台積電設廠事宜，不過強調薩克森矽谷是全球5大半導體聚落之一，具有良好的投資優勢。他分析說，當地半導體業者的強項是車用晶片，BMW、福斯（Volkswagen）、保時捷（Porsche）等大廠的電動車生產基地就在附近。其次，6G通信技術、機器人、物聯網、量子電腦、軟體也是當地業者和研究機構的研發重點，構成完整的生態系，格芯、英飛凌、博世、蔡司（ZEISS）、企業軟體大廠SAP、行動通訊集團伏德風（Vodafone）過去4 年和未來16個月的總投資金額逾80億歐元（約合新台幣2670億元）。不過，新建晶圓廠需要龐大的投資，對此貝森伯格說，分攤成本在半導體業很常見，比較各國政府補貼可發現，金額逐漸趨向一致；由於晶片供應短缺，讓客戶分攤新廠成本的作法也的確可行。為打造半導體供應鏈，歐盟和德國政府最近積極向台積電招手。德國媒體報導，台積電的客戶英飛凌和荷蘭半導體大廠恩智浦（NXP）也都樂見台積電到歐洲建廠，其中最有可能的地點是德勒斯登。|https://www.cna.com.tw/news/afe/202108060348.aspx|https://imgcdn.cna.com.tw/www/WebPhotos/200/20210806/1152x768_20210806000162.jpg
aie_20210807_2|2021-08-07|產經|特斯拉電動車帶動SiC模組 台廠拚自主供應鏈|電動車帶動功率半導體和模組需求，第三代半導體碳化矽（SiC）晶片與模組是重要關鍵，包括鴻海集團等台廠積極建立供應鏈，不過產業人士指出，台灣在SiC模組上游供應鏈可能出現斷層，政府應該積極重視。電動車市場成長帶動關鍵功率半導體元件和模組需求，攸關變頻、變壓、變流、功率放大、功率管理等功能，也攸關電動車快速充電效能，其中以絕緣柵雙極電晶體（IGBT）模組和第三代半導體SiC晶片和模組最為重要。第三代半導體材料是以碳化矽SiC及氮化鎵（GaN）為材料主流，相較傳統第一、二代材料如矽（Si）、砷化鎵（GaAs）等，第三代半導體具備尺寸小、效率高、散熱迅速等特性。適合應用在5G基地台、加速快充以及電動車充電樁等應用。從高電壓和散熱功能來看，鴻海分析，第三代半導體SiC元件效能比GaN元件佳，可快速充電，用在車載領域SiC元件相對有優勢；在可靠度SiC元件也具有優勢。產業人士表示，SiC模組目前主要是電動車大廠特斯拉（Tesla）帶動採用，導入逆變器和車載充電器應用，不過其他電動車廠採用SiC模組時間，最快也要到2023年。由於電動車用IGBT模組和SiC模組產線基本上可共用，因此台灣廠商除了布局電動車用IGBT模組，也同步開發SiC模組。8月5日鴻海集團以新台幣25.2億元取得旺宏竹科6吋晶圓廠，強攻SiC元件晶圓製造，預估到2024年月產能可到1.5萬片，因應每月3萬輛電動車製造所需功率元件，鴻海藉此欲在電動車功率元件和模組站穩先機。其他台廠也積極布局SiC模組，例如二極體廠朋程在SiC模組代工機種預計今年第4季導入量產，布局IBGT 模組的同時，朋程也與IBGT模組客戶洽商SiC模組計畫，透過與日系SiC晶片客戶合作，朋程超前部署先在SiC 模組及封裝累積經驗。此外台廠也前進SiC模組上游供應鏈，例如晶圓代工廠漢磊和轉投資磊晶矽晶圓廠嘉晶布局SiC與GaN等第三代半導體；太極能源與母公司廣運轉投資盛新材料，布局SiC長晶和切晶；被動元件大廠國巨集團旗下同欣電）與成功大學合作開發活性金屬硬焊製程級材料自製化，布局高功率GaN及SiC封裝用陶瓷基板。不過從國際大廠來看，包括Cree、Ⅱ-Ⅵ、英飛凌（Infineon）、意法半導體（STM）、羅姆半導體（ROHM）、三菱電機（Mitsubishi）、富士電機（Fuji Electric）等，已先在SiC晶圓領域卡位，製造以6吋或8吋晶圓為主；而台廠目前以4吋為主，6吋晶圓技術尚未規模化生產。產業人士指出到2023年之前，台廠與客戶在SiC模組仍處於產品開發與樣品驗證階段，且台灣半導體產業在研發SiC晶片，在前段磊晶和長晶製程仍有待努力，自主供應鏈可能出現斷層，政府應積極重視。展望SiC模組發展，產業人士分析，電動車成本最高的前3大項就是電池、電機和電控系統，若一般電動車電控系統內建SiC模組，電控系統成本可能超越電池躍居第1，影響電動車售價；若SiC模組和IGBT模組價差縮小至3倍到5倍，SiC模組在電動車市場才有機會提高滲透率。|https://www.cna.com.tw/news/afe/202108070037.aspx|
